"qualityReportID","measureRepID","sampleID","measureSetRepID","qualityFlag","severity","lastEdited","notes"
"noConcern o.10.12.21covN22249","o.10.12.21covN22249",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.12.21nPPMoV2250","o.10.12.21nPPMoV2250",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.13.21covN12251","o.10.13.21covN12251",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.13.21covN12252","o.10.13.21covN12252",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.13.21covN22253","o.10.13.21covN22253",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.13.21covN22254","o.10.13.21covN22254",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.13.21nPPMoV2255","o.10.13.21nPPMoV2255",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.14.21covN12256","o.10.14.21covN12256",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.14.21covN12257","o.10.14.21covN12257",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.14.21covN22258","o.10.14.21covN22258",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.14.21covN22259","o.10.14.21covN22259",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.14.21nPPMoV2260","o.10.14.21nPPMoV2260",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.15.21covN12261","o.10.15.21covN12261",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.15.21covN12262","o.10.15.21covN12262",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.15.21covN22263","o.10.15.21covN22263",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.15.21covN22264","o.10.15.21covN22264",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.15.21nPPMoV2265","o.10.15.21nPPMoV2265",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.21covN12266","o.10.16.21covN12266",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.21covN12267","o.10.16.21covN12267",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.21covN22268","o.10.16.21covN22268",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.21covN22269","o.10.16.21covN22269",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.16.21nPPMoV2270","o.10.16.21nPPMoV2270",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.21covN12271","o.10.17.21covN12271",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.21covN12272","o.10.17.21covN12272",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.21covN22273","o.10.17.21covN22273",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.21covN22274","o.10.17.21covN22274",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.17.21nPPMoV2275","o.10.17.21nPPMoV2275",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.21covN12276","o.10.18.21covN12276",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.21covN12277","o.10.18.21covN12277",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.21covN22278","o.10.18.21covN22278",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.21covN22279","o.10.18.21covN22279",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.18.21nPPMoV2280","o.10.18.21nPPMoV2280",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.21covN12281","o.10.19.21covN12281",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.21covN12282","o.10.19.21covN12282",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.21covN22283","o.10.19.21covN22283",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.21covN22284","o.10.19.21covN22284",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.19.21nPPMoV2285","o.10.19.21nPPMoV2285",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.21covN12286","o.10.20.21covN12286",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.21covN12287","o.10.20.21covN12287",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.21covN22288","o.10.20.21covN22288",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.21covN22289","o.10.20.21covN22289",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.20.21nPPMoV2290","o.10.20.21nPPMoV2290",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.21covN12291","o.10.21.21covN12291",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.21covN12292","o.10.21.21covN12292",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.21covN22293","o.10.21.21covN22293",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.21covN22294","o.10.21.21covN22294",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.21.21nPPMoV2295","o.10.21.21nPPMoV2295",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.21covN12296","o.10.22.21covN12296",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.21covN12297","o.10.22.21covN12297",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.21covN22298","o.10.22.21covN22298",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.21covN22299","o.10.22.21covN22299",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.22.21nPPMoV2300","o.10.22.21nPPMoV2300",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.21covN12301","o.10.23.21covN12301",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.21covN12302","o.10.23.21covN12302",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.21covN22303","o.10.23.21covN22303",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.21covN22304","o.10.23.21covN22304",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.23.21nPPMoV2305","o.10.23.21nPPMoV2305",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.21covN12306","o.10.24.21covN12306",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.21covN12307","o.10.24.21covN12307",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.21covN22308","o.10.24.21covN22308",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.21covN22309","o.10.24.21covN22309",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.24.21nPPMoV2310","o.10.24.21nPPMoV2310",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.21covN12311","o.10.25.21covN12311",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.21covN12312","o.10.25.21covN12312",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.21covN22313","o.10.25.21covN22313",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.21covN22314","o.10.25.21covN22314",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.25.21nPPMoV2315","o.10.25.21nPPMoV2315",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.21covN12316","o.10.26.21covN12316",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.21covN12317","o.10.26.21covN12317",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.21covN22318","o.10.26.21covN22318",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.21covN22319","o.10.26.21covN22319",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.26.21nPPMoV2320","o.10.26.21nPPMoV2320",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.21covN12321","o.10.27.21covN12321",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.21covN12322","o.10.27.21covN12322",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.21covN22323","o.10.27.21covN22323",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.21covN22324","o.10.27.21covN22324",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.27.21nPPMoV2325","o.10.27.21nPPMoV2325",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.21covN12326","o.10.28.21covN12326",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.21covN12327","o.10.28.21covN12327",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.21covN22328","o.10.28.21covN22328",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.21covN22329","o.10.28.21covN22329",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.28.21nPPMoV2330","o.10.28.21nPPMoV2330",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.21covN12331","o.10.29.21covN12331",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.21covN12332","o.10.29.21covN12332",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.21covN22333","o.10.29.21covN22333",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.21covN22334","o.10.29.21covN22334",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.29.21nPPMoV2335","o.10.29.21nPPMoV2335",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.21covN12336","o.10.30.21covN12336",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.21covN12337","o.10.30.21covN12337",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.21covN22338","o.10.30.21covN22338",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.21covN22339","o.10.30.21covN22339",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.30.21nPPMoV2340","o.10.30.21nPPMoV2340",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.21covN12341","o.10.31.21covN12341",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.21covN12342","o.10.31.21covN12342",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.21covN22343","o.10.31.21covN22343",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.21covN22344","o.10.31.21covN22344",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.10.31.21nPPMoV2345","o.10.31.21nPPMoV2345",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.21covN12346","o.11.01.21covN12346",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.21covN12347","o.11.01.21covN12347",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.21covN22348","o.11.01.21covN22348",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.21covN22349","o.11.01.21covN22349",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.01.21nPPMoV2350","o.11.01.21nPPMoV2350",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.21covN12351","o.11.02.21covN12351",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.21covN12352","o.11.02.21covN12352",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.21covN22353","o.11.02.21covN22353",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.21covN22354","o.11.02.21covN22354",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.02.21nPPMoV2355","o.11.02.21nPPMoV2355",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.21covN12356","o.11.03.21covN12356",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.21covN12357","o.11.03.21covN12357",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.21covN22358","o.11.03.21covN22358",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.21covN22359","o.11.03.21covN22359",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.03.21nPPMoV2360","o.11.03.21nPPMoV2360",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.21covN12361","o.11.04.21covN12361",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.21covN12362","o.11.04.21covN12362",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.21covN22363","o.11.04.21covN22363",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.21covN22364","o.11.04.21covN22364",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.04.21nPPMoV2365","o.11.04.21nPPMoV2365",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.21covN12366","o.11.05.21covN12366",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.21covN12367","o.11.05.21covN12367",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.21covN22368","o.11.05.21covN22368",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.21covN22369","o.11.05.21covN22369",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.05.21nPPMoV2370","o.11.05.21nPPMoV2370",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.21covN12371","o.11.06.21covN12371",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.21covN12372","o.11.06.21covN12372",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.21covN22373","o.11.06.21covN22373",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.21covN22374","o.11.06.21covN22374",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.06.21nPPMoV2375","o.11.06.21nPPMoV2375",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.21covN12376","o.11.07.21covN12376",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.21covN12377","o.11.07.21covN12377",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.21covN22378","o.11.07.21covN22378",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.21covN22379","o.11.07.21covN22379",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.07.21nPPMoV2380","o.11.07.21nPPMoV2380",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.21covN12381","o.11.08.21covN12381",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.21covN12382","o.11.08.21covN12382",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.21covN22383","o.11.08.21covN22383",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.21covN22384","o.11.08.21covN22384",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.08.21nPPMoV2385","o.11.08.21nPPMoV2385",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.21covN12386","o.11.09.21covN12386",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.21covN12387","o.11.09.21covN12387",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.21covN22388","o.11.09.21covN22388",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.21covN22389","o.11.09.21covN22389",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.09.21nPPMoV2390","o.11.09.21nPPMoV2390",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.21covN12391","o.11.10.21covN12391",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.21covN12392","o.11.10.21covN12392",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.21covN22393","o.11.10.21covN22393",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.21covN22394","o.11.10.21covN22394",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.10.21nPPMoV2395","o.11.10.21nPPMoV2395",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.21covN12396","o.11.11.21covN12396",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.21covN12397","o.11.11.21covN12397",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.21covN22398","o.11.11.21covN22398",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.21covN22399","o.11.11.21covN22399",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.11.21nPPMoV2400","o.11.11.21nPPMoV2400",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.21covN12401","o.11.12.21covN12401",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.21covN12402","o.11.12.21covN12402",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.21covN22403","o.11.12.21covN22403",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.21covN22404","o.11.12.21covN22404",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.12.21nPPMoV2405","o.11.12.21nPPMoV2405",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.21covN12406","o.11.13.21covN12406",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.21covN12407","o.11.13.21covN12407",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.21covN22408","o.11.13.21covN22408",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.21covN22409","o.11.13.21covN22409",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.13.21nPPMoV2410","o.11.13.21nPPMoV2410",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.21covN12411","o.11.14.21covN12411",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.21covN12412","o.11.14.21covN12412",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.21covN22413","o.11.14.21covN22413",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.21covN22414","o.11.14.21covN22414",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.14.21nPPMoV2415","o.11.14.21nPPMoV2415",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.21covN12416","o.11.15.21covN12416",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.21covN12417","o.11.15.21covN12417",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.21covN22418","o.11.15.21covN22418",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.21covN22419","o.11.15.21covN22419",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.15.21nPPMoV2420","o.11.15.21nPPMoV2420",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.21covN12421","o.11.16.21covN12421",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.21covN12422","o.11.16.21covN12422",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.21covN22423","o.11.16.21covN22423",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.21covN22424","o.11.16.21covN22424",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.16.21nPPMoV2425","o.11.16.21nPPMoV2425",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.21covN12426","o.11.17.21covN12426",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.21covN12427","o.11.17.21covN12427",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.21covN22428","o.11.17.21covN22428",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.21covN22429","o.11.17.21covN22429",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.17.21nPPMoV2430","o.11.17.21nPPMoV2430",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.21covN12431","o.11.18.21covN12431",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.21covN12432","o.11.18.21covN12432",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.21covN22433","o.11.18.21covN22433",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.21covN22434","o.11.18.21covN22434",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.18.21nPPMoV2435","o.11.18.21nPPMoV2435",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.21covN12436","o.11.19.21covN12436",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.21covN12437","o.11.19.21covN12437",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.21covN22438","o.11.19.21covN22438",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.21covN22439","o.11.19.21covN22439",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.19.21nPPMoV2440","o.11.19.21nPPMoV2440",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.21covN12441","o.11.20.21covN12441",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.21covN12442","o.11.20.21covN12442",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.21covN22443","o.11.20.21covN22443",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.21covN22444","o.11.20.21covN22444",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.20.21nPPMoV2445","o.11.20.21nPPMoV2445",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.21covN12446","o.11.21.21covN12446",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.21covN12447","o.11.21.21covN12447",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.21covN22448","o.11.21.21covN22448",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.21covN22449","o.11.21.21covN22449",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.21.21nPPMoV2450","o.11.21.21nPPMoV2450",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.21covN12451","o.11.22.21covN12451",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.21covN12452","o.11.22.21covN12452",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.21covN22453","o.11.22.21covN22453",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.21covN22454","o.11.22.21covN22454",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.22.21nPPMoV2455","o.11.22.21nPPMoV2455",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.21covN12456","o.11.23.21covN12456",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.21covN12457","o.11.23.21covN12457",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.21covN22458","o.11.23.21covN22458",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.21covN22459","o.11.23.21covN22459",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.23.21nPPMoV2460","o.11.23.21nPPMoV2460",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.21covN12461","o.11.24.21covN12461",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.21covN12462","o.11.24.21covN12462",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.21covN22463","o.11.24.21covN22463",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.21covN22464","o.11.24.21covN22464",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.24.21nPPMoV2465","o.11.24.21nPPMoV2465",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.21covN12466","o.11.25.21covN12466",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.21covN12467","o.11.25.21covN12467",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.21covN22468","o.11.25.21covN22468",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.21covN22469","o.11.25.21covN22469",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.25.21nPPMoV2470","o.11.25.21nPPMoV2470",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.21covN12471","o.11.26.21covN12471",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.21covN12472","o.11.26.21covN12472",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.21covN22473","o.11.26.21covN22473",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.21covN22474","o.11.26.21covN22474",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.26.21nPPMoV2475","o.11.26.21nPPMoV2475",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.21covN12476","o.11.27.21covN12476",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.21covN12477","o.11.27.21covN12477",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.21covN22478","o.11.27.21covN22478",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.21covN22479","o.11.27.21covN22479",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.27.21nPPMoV2480","o.11.27.21nPPMoV2480",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.21covN12481","o.11.28.21covN12481",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.21covN12482","o.11.28.21covN12482",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.21covN22483","o.11.28.21covN22483",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.21covN22484","o.11.28.21covN22484",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.28.21nPPMoV2485","o.11.28.21nPPMoV2485",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.21covN12486","o.11.29.21covN12486",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.21covN12487","o.11.29.21covN12487",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.21covN22488","o.11.29.21covN22488",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.21covN22489","o.11.29.21covN22489",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.29.21nPPMoV2490","o.11.29.21nPPMoV2490",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.21covN12491","o.11.30.21covN12491",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.21covN12492","o.11.30.21covN12492",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.21covN22493","o.11.30.21covN22493",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.21covN22494","o.11.30.21covN22494",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.11.30.21nPPMoV2495","o.11.30.21nPPMoV2495",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.21covN12496","o.12.01.21covN12496",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.21covN12497","o.12.01.21covN12497",NA,NA,"noConcern",NA,2024-02-05,NA
"noConcern o.12.01.21covN22498","o.12.01.21covN22498",NA,NA,"noConcern",NA,2024-02-05,NA
